date,open,high,low,close,volume,ADX,APO,Real Upper Band,Real Middle Band,Real Lower Band,CCI,MACD,MACD_Signal,MACD_Hist,OBV,RSI,SlowK,SlowD,shares_outstanding_basic,WMA
2000-02-10,79.81,80.38,77.5,78.0,5672400.0,44.6298,-0.8129,21.4938,20.6924,19.891,-140.1776,-1.2306,-1.0401,-0.1905,-57928600.0,18.9148,11.319,11.4189,2809800000.0,20.5267
2000-02-11,77.75,78.44,75.94,77.44,5116600.0,49.5006,-0.8633,21.3659,20.4664,19.5668,-105.8854,-1.2311,-1.0908,-0.1403,-68161800.0,18.11,12.0603,11.5805,2809800000.0,20.2698
2000-02-14,76.94,78.25,76.69,77.63,3686500.0,53.3972,-0.8858,21.1461,20.2854,19.4247,-63.4372,-1.142,-1.123,-0.019,-60788800.0,20.9722,18.4464,13.9419,2809800000.0,20.1046
2000-02-15,77.69,80.25,77.5,79.69,4931700.0,45.9317,-0.8240,20.7112,20.1787,19.6462,43.0867,-1.0757,-1.1416,0.0659,-50925400.0,46.3741,36.9351,22.4806,2809800000.0,20.1764
2000-02-16,80.25,80.63,78.94,79.81,4623600.0,38.3523,-0.7484,20.7289,20.1837,19.6386,108.8976,-1.0654,-1.1532,0.0878,-41678200.0,47.6005,57.0451,37.4755,2809800000.0,20.2941
2000-02-17,80.94,81.13,78.75,79.19,2887200.0,31.2834,-0.6762,20.7827,20.2594,19.7362,65.0522,-1.0355,-1.1503,0.1148,-47452600.0,41.4747,69.5864,54.5222,2809800000.0,20.3568
2000-02-18,78.5,78.94,76.88,77.44,4123100.0,31.0865,-0.6452,20.7827,20.2594,19.7362,-74.949,-1.0408,-1.1363,0.0955,-55698800.0,28.5234,54.0094,60.2136,2809800000.0,20.2443
2000-02-22,78.0,79.06,76.75,78.63,3653700.0,31.3099,-0.5723,20.7551,20.3109,19.8667,-66.1901,-0.9921,-1.1106,0.1185,-48391400.0,43.5159,40.8116,54.8025,2809800000.0,20.2339
2000-02-23,78.13,78.31,76.13,76.13,4146600.0,33.3884,-0.5674,20.8029,20.1277,19.4525,-102.5079,-0.944,-1.0841,0.1402,-56684600.0,28.0599,19.9381,38.253,2809800000.0,19.9919
2000-02-24,75.0,75.25,72.0,73.75,9256400.0,41.3291,-0.6148,20.8179,19.8159,18.814,-151.1134,-0.9321,-1.051,0.1189,-75197400.0,19.7234,20.6967,27.1488,2809800000.0,19.6069
2000-02-25,72.56,72.63,70.31,72.0,6610700.0,48.8438,-0.6954,20.69,19.446,18.202,-111.7937,-0.9504,-1.0198,0.0694,-88418800.0,15.4929,12.8273,17.8207,2809800000.0,19.1757
2000-02-28,72.0,72.94,70.06,72.75,6768900.0,53.1675,-0.7427,20.4539,19.2047,17.9555,-69.0125,-0.9131,-0.9943,0.0813,-74881000.0,24.2026,22.7903,18.7714,2809800000.0,18.9322
2000-02-29,73.25,73.44,71.25,72.0,5091600.0,53.6655,-0.8026,19.657,18.8636,18.0701,-43.0915,-0.862,-0.9706,0.1086,-85064200.0,21.4404,24.2394,19.9523,2809800000.0,18.7047
2000-03-01,72.25,73.38,71.06,73.38,4698600.0,54.4152,-0.8108,19.0872,18.7221,18.3569,22.2734,-0.85,-0.9467,0.0967,-75667000.0,37.7742,39.1244,28.718,2809800000.0,18.7094
2000-03-02,73.0,74.94,72.63,73.69,3396500.0,45.9138,-0.7882,19.0758,18.719,18.3622,147.0937,-0.8231,-0.9231,0.1,-68874000.0,41.2067,53.9565,39.1068,2809800000.0,18.7878
2000-03-03,74.25,74.25,72.25,73.5,2897300.0,40.538,-0.7505,19.1144,18.7962,18.4779,60.7624,-0.8598,-0.9029,0.0431,-74668600.0,39.5359,69.6154,54.2321,2809800000.0,18.8509
2000-03-06,72.94,72.94,70.25,70.5,3815700.0,41.8622,-0.7765,19.3053,18.6804,18.0555,-127.8914,-0.9633,-0.8997,-0.0636,-82300000.0,21.961,50.0692,57.8804,2809800000.0,18.631
2000-03-07,70.5,70.5,66.13,68.5,8263200.0,47.9113,-0.8325,19.5666,18.5003,17.4341,-141.1399,-1.0372,-0.9101,-0.1271,-98826400.0,16.0247,34.2412,51.3086,2809800000.0,18.2782
2000-03-08,67.69,71.75,67.25,71.0,6418400.0,47.5231,-0.7834,19.3815,18.3779,17.3742,-50.5997,-1.0293,-0.9209,-0.1084,-85989600.0,40.9605,29.1699,37.8268,2809800000.0,18.1998
2000-03-09,71.0,73.0,69.94,72.69,4832700.0,42.5547,-0.6742,19.2271,18.3264,17.4257,42.8795,-1.0398,-0.9308,-0.1089,-76324200.0,52.803,54.3225,39.2445,2809800000.0,18.3072
2000-03-10,72.69,73.75,69.88,70.88,4361100.0,35.9578,-0.6189,18.8804,18.1916,17.5028,53.5841,-1.0132,-0.942,-0.0712,-85046400.0,41.6251,66.1341,49.8755,2809800000.0,18.2765
2000-03-13,69.63,71.56,69.31,70.0,2881300.0,32.3473,-0.5931,18.8704,18.1659,17.4613,-7.7651,-0.9649,-0.9534,-0.0114,-90809000.0,36.8804,64.6372,61.6979,2809800000.0,18.2153
2000-03-14,71.81,74.63,71.75,72.75,5171100.0,31.3264,-0.4877,18.9414,18.3845,17.8277,118.3319,-0.8589,-0.9544,0.0955,-80466800.0,56.3265,62.5497,64.4403,2809800000.0,18.3984
2000-03-15,72.25,78.19,71.81,76.94,6010100.0,35.7036,-0.2764,19.9201,18.6902,17.4603,141.247,-0.7274,-0.9438,0.2163,-68446600.0,72.4763,70.4122,65.8664,2809800000.0,18.868
2000-03-16,79.88,80.5,78.94,79.81,7679500.0,41.3062,-0.0052,20.9771,19.0565,17.1359,130.1537,-0.5407,-0.9083,0.3676,-53087600.0,79.095,84.761,72.5743,2809800000.0,19.4818
2000-03-17,79.31,79.94,78.19,79.56,5502100.0,43.0539,0.2289,21.4886,19.5031,17.5176,77.2334,-0.4067,-0.8465,0.4398,-64091800.0,77.0768,90.4523,81.8752,2809800000.0,19.9521
2000-03-20,79.69,79.94,78.56,79.31,3377600.0,44.4522,0.4277,21.3546,19.9821,18.6096,51.5391,-0.3019,-0.7648,0.4628,-70847000.0,74.6945,90.6111,88.6081,2809800000.0,20.2521
2000-03-21,78.13,81.0,78.13,80.25,4013800.0,47.1263,0.6125,20.9645,20.368,19.7715,56.8974,-0.185,-0.6709,0.4859,-62819400.0,77.9044,89.9462,90.3365,2809800000.0,20.473
2000-03-22,80.88,82.25,79.69,82.25,4991500.0,50.8403,0.7999,21.1834,20.6412,20.099,166.6667,0.0211,-0.5531,0.5742,-52836400.0,83.4781,92.7463,91.1012,2809800000.0,20.7367
2000-03-23,81.25,81.94,79.94,80.0,5195000.0,53.8114,0.8756,21.1866,20.651,20.1153,49.5021,0.2646,-0.4111,0.6757,-63226400.0,61.6195,79.0758,87.2561,2809800000.0,20.7165
2000-03-24,73.0,74.0,70.19,72.25,19381800.0,52.9303,0.7026,22.0364,20.2749,18.5134,-166.6667,0.3662,-0.2632,0.6294,-101990000.0,28.9647,54.1565,75.3262,2809800000.0,20.0284
2000-03-27,71.0,71.25,68.63,69.75,11303800.0,53.4597,0.4483,22.3266,19.783,17.2394,-99.7645,0.3966,-0.1237,0.5203,-124597600.0,23.8651,23.5643,52.2655,2809800000.0,19.2513
2000-03-28,69.44,72.0,69.38,72.0,9187800.0,51.7581,0.2506,21.8935,19.3585,16.8235,-54.4866,0.4744,0.0098,0.4646,-106222000.0,36.4521,16.6825,31.4678,2809800000.0,18.8311
2000-03-29,70.06,72.13,70.06,71.06,7348000.0,49.974,0.0264,20.6363,18.7828,16.9293,-41.1223,0.572,0.1335,0.4386,-120918000.0,33.5551,17.0744,19.1071,2809800000.0,18.4718
2000-03-30,70.56,71.63,70.31,70.75,5169100.0,48.5467,-0.1844,18.7705,18.3069,17.8432,-16.8578,0.5824,0.2434,0.339,-131256200.0,32.4906,27.4929,20.4166,2809800000.0,18.2779
2000-03-31,71.0,71.13,70.06,70.25,4006700.0,47.8848,-0.3707,18.5963,18.204,17.8116,-34.4567,0.4736,0.3296,0.1441,-139269600.0,30.5375,34.6737,26.4137,2809800000.0,18.1997
2000-04-03,70.63,72.75,70.0,72.25,5553400.0,39.9846,-0.4605,18.7209,18.3326,17.9443,141.6743,0.3091,0.3845,-0.0754,-128162800.0,46.5905,56.9758,39.7141,2809800000.0,18.3273
2000-04-04,73.19,76.75,73.06,76.5,11012100.0,39.8314,-0.3994,19.7304,18.5641,17.3979,166.6667,0.2064,0.405,-0.1987,-106138600.0,66.9059,75.9151,55.8549,2809800000.0,18.7764
2000-04-05,76.0,77.5,74.75,77.5,7022400.0,40.8434,-0.2902,20.4334,18.8955,17.3575,99.2734,0.1131,0.3882,-0.2751,-92093800.0,70.2358,93.8198,75.5702,2809800000.0,19.2342
2000-04-06,77.25,77.31,74.31,74.88,4148500.0,39.7966,-0.2274,20.4889,19.108,17.727,45.6488,-0.0168,0.3456,-0.3625,-100390800.0,52.8278,87.121,85.6186,2809800000.0,19.3568
2000-04-07,76.25,76.38,73.81,74.06,3157500.0,36.6972,-0.1623,20.2514,19.304,18.3566,-1.9703,-0.1961,0.2798,-0.4759,-106705800.0,48.1582,73.0667,84.6692,2809800000.0,19.3383
2000-04-10,74.81,76.5,74.69,76.0,4196800.0,34.5873,-0.0516,20.1183,19.4969,18.8755,19.4611,-0.3065,0.193,-0.4996,-98312200.0,58.9016,61.8054,73.9977,2809800000.0,19.4208
2000-04-11,76.0,78.38,75.63,78.25,4451900.0,37.6764,0.0940,20.3918,19.587,18.7821,118.021,-0.2546,0.1012,-0.3558,-89408400.0,68.3965,72.5016,69.1246,2809800000.0,19.6319
2000-04-12,77.69,79.38,76.06,77.0,3764100.0,41.9164,0.1815,20.3269,19.5612,18.7956,85.2957,-0.1833,0.0161,-0.1994,-96936600.0,58.9403,73.5476,69.2849,2809800000.0,19.7058
2000-04-13,76.06,76.94,74.75,76.25,3535700.0,38.1688,0.2266,20.3373,19.6317,18.9262,-20.6565,-0.1441,-0.0525,-0.0916,-104008000.0,53.4029,66.0775,70.7089,2809800000.0,19.724
